DateTime,IncidentNumber,IncidentORI
2022-02-27 18:58:00,2022-00010878,24TH AVE NW / CORPORATE CENTRE 
2022-02-27 19:00:00,2022-00010879,500 ALAMEDA ST
2022-02-27 19:05:00,2022-00002869,901 N PORTER AVE
2022-02-27 19:14:00,2022-00010884,1526 E LINDSEY ST
2022-02-27 19:18:00,2022-00002870,934 S FLOOD AVE
2022-02-27 19:18:00,2022-00003695,934 S FLOOD AVE
2022-02-27 19:25:00,2022-00010882,901 N PORTER AVE
2022-02-27 19:33:00,2022-00010883,2400 36TH AVE NW
2022-02-27 19:38:00,2022-00002871,2225 SOUTH LAKE BLVD
2022-02-27 19:49:00,2022-00010885,1925 ELMHURST DR
2022-02-27 20:06:00,2022-00010886,2375 W MAIN ST
2022-02-27 20:10:00,2022-00010887,201 WOODCREST DR
2022-02-27 20:15:00,2022-00010888,741 VILLAVERDE DR
2022-02-27 20:23:00,2022-00002872,1750 S I35 SB I
2022-02-27 20:23:00,2022-00003696,1750 S I35 SB I
2022-02-27 20:23:00,2022-00010890,1750 S I35 SB I
2022-02-27 20:29:00,2022-00010889,691 W STATE HWY 9 HWY
2022-02-27 20:36:00,2022-00002873,1834 E LINDSEY ST
2022-02-27 20:36:00,2022-00003697,1834 E LINDSEY ST
2022-02-27 20:36:00,2022-00010891,1834 E LINDSEY ST
2022-02-27 20:40:00,2022-00010893,N FLOOD AVE / W FRANKLIN RD
2022-02-27 20:40:00,2022-00002874,1400 12TH AVE SE
2022-02-27 20:40:00,2022-00010892,917 24TH AVE SW
2022-02-27 20:53:00,2022-00010894,1000 E STATE HWY 9 HWY
2022-02-27 21:09:00,2022-00010895,101 ANDOVER DR
2022-02-27 21:20:00,2022-00010897,7070 W ROCK CREEK RD
2022-02-27 21:23:00,2022-00010898,101 ANDOVER DR
2022-02-27 21:36:00,2022-00010899,909 24TH AVE SW
2022-02-27 21:38:00,2022-00010900,SUMMIT LAKES BLVD / ALAMEDA ST
2022-02-27 21:40:00,2022-00003698,EMSSTAT
2022-02-27 21:40:00,2022-00002875,2841 CLASSEN BLVD
2022-02-27 21:42:00,2022-00002876,3424 BUCKHORN DR
2022-02-27 21:42:00,2022-00003699,3424 BUCKHORN DR
2022-02-27 21:44:00,2022-00010902,901 N PORTER AVE
2022-02-27 21:50:00,2022-00010901,36TH AVE NW / W ROBINSON ST
2022-02-27 21:55:00,2022-00003700,3300 HEALTHPLEX PKWY
2022-02-27 21:56:00,2022-00010903,1130 N PORTER AVE
2022-02-27 21:57:00,2022-00010904,123 INTERSTATE DR E
2022-02-27 21:59:00,2022-00010905,701 BLUE FISH RD
2022-02-27 22:00:00,2022-00010906,401 12TH AVE SE
2022-02-27 22:01:00,2022-00010908,901 N PORTER AVE
2022-02-27 22:05:00,2022-00002877,3751 EAGLE CLIFF DR
2022-02-27 22:06:00,2022-00002878,3450 CHAUTAUQUA AVE
2022-02-27 22:07:00,2022-00010907,3821 TUDOR CIR
2022-02-27 22:08:00,2022-00010909,1520 HOLLYWOOD AVE
2022-02-27 22:10:00,2022-00010910,1124 MCGEE DR
2022-02-27 22:11:00,2022-00003701,700 S TELEPHONE RD
2022-02-27 22:28:00,2022-00010917,3700 12TH AVE SE
2022-02-27 22:31:00,2022-00010911,125 INTERSTATE DR E
2022-02-27 22:32:00,2022-00010918,3400 SHADOW ST
2022-02-27 22:36:00,2022-00010920,2900 CHAUTAUQUA AVE
2022-02-27 22:38:00,2022-00010912,36TH AVE NW / W MAIN ST
2022-02-27 22:49:00,2022-00002879,12TH AVE SE / TRIAD VILLAGE DR
2022-02-27 22:49:00,2022-00003702,12TH AVE SE / TRIAD VILLAGE DR
2022-02-27 23:01:00,2022-00010913,300 HAL MULDROW DR
2022-02-27 23:02:00,2022-00010914,1301 GLEN OAKS CT
2022-02-27 23:13:00,2022-00010915,200 VICKSBURG AVE
2022-02-27 23:18:00,2022-00002880,1400 ASP AVE
2022-02-27 23:18:00,2022-00003703,1400 ASP AVE
2022-02-27 23:21:00,2022-00010921,1253 OAKHURST AVE
2022-02-27 23:21:00,2022-00010916,401 12TH AVE SE
2022-02-27 23:33:00,2022-00010919,5204 MONTROSE CIR
2022-02-27 23:52:00,2022-00010922,12TH AVE NE / PALOMA PL
2022-02-28 00:00:00,2022-00010923,1231 W BROOKS ST
2022-02-28 00:22:00,2022-00002881,1620 CARA JO DR
2022-02-28 00:22:00,2022-00010924,1620 CARA JO DR
2022-02-28 00:28:00,2022-00010925,1701 VINE ST
2022-02-28 00:35:00,2022-00010926,300 HAL MULDROW DR
2022-02-28 00:53:00,2022-00010927,5401 HUETTNER DR
2022-02-28 01:03:00,2022-00003708,3300 HEALTHPLEX PKWY
2022-02-28 01:08:00,2022-00002882,3705 24TH AVE SE
2022-02-28 01:08:00,2022-00010928,3705 24TH AVE SE
2022-02-28 02:04:00,2022-00010929,N CRAWFORD AVE / E RICH ST
2022-02-28 02:33:00,2022-00010930,917 24TH AVE SW
2022-02-28 03:01:00,2022-00002883,1150 ALAMEDA ST
2022-02-28 03:01:00,2022-00003704,1150 ALAMEDA ST
2022-02-28 03:03:00,2022-00010931,BUCHANAN AVE / WHITE ST
2022-02-28 03:08:00,2022-00010932,12TH AVE NE / GRIFFIN DR
2022-02-28 03:09:00,2022-00010933,S PORTER AVE / ALAMEDA ST
2022-02-28 03:19:00,2022-00002884,1300 CROWN POINT AVE
2022-02-28 03:19:00,2022-00003705,1300 CROWN POINT AVE
2022-02-28 04:12:00,2022-00002885,201 WOODCREST DR
2022-02-28 04:12:00,2022-00003706,201 WOODCREST DR
2022-02-28 04:15:00,2022-00010934,201 WOODCREST DR
2022-02-28 04:22:00,2022-00010935,201 WOODCREST DR
2022-02-28 04:32:00,2022-00002886,2114 W BROOKS ST
2022-02-28 04:32:00,2022-00003707,2114 W BROOKS ST
2022-02-28 04:56:00,2022-00010936,201 S CREEKDALE DR
2022-02-28 05:02:00,2022-00010937,CLASSEN BLVD / LOIS ST
2022-02-28 05:03:00,2022-00010938,201 WOODCREST DR
2022-02-28 05:29:00,2022-00010939,528 CONGRESS ST
2022-02-28 05:56:00,2022-00010940,116 LOCHWOOD DR
2022-02-28 06:02:00,2022-00010941,RIDGEMONT CIR / NORTHCLIFF AVE
2022-02-28 06:04:00,2022-00010942,911 W MAIN ST
2022-02-28 06:34:00,2022-00010946,250 N COCKREL AVE
2022-02-28 06:34:00,2022-00010943,2556 CLASSEN BLVD
2022-02-28 06:44:00,2022-00010944,E LINDSEY ST / BNSF RR
2022-02-28 06:51:00,2022-00010945,3616 VINTAGE DR
2022-02-28 07:37:00,2022-00010947,2202 24TH AVE NW
2022-02-28 07:41:00,2022-00010948,250 N COCKREL AVE
2022-02-28 07:41:00,2022-00010949,2132 W MAIN ST
2022-02-28 07:47:00,2022-00010953,1600 ANN BRANDEN BLVD
2022-02-28 07:48:00,2022-00010950,3428 JENKINS AVE
2022-02-28 07:52:00,2022-00010951,911 W MAIN ST
2022-02-28 08:00:00,2022-00010952,905 GOSHAWK DR
2022-02-28 08:17:00,2022-00010954,3231 CONESTOGA DR
2022-02-28 08:26:00,2022-00010955,1410 HURON ST
2022-02-28 08:31:00,2022-00010956,800 N PETERS AVE
2022-02-28 08:34:00,2022-00010960,N FLOOD AVE / LEXINGTON ST
2022-02-28 08:36:00,2022-00010959,925 N LAHOMA AVE
2022-02-28 08:41:00,2022-00010958,407 CHAUTAUQUA AVE
2022-02-28 09:05:00,2022-00010961,3310 108TH AVE NE
2022-02-28 09:12:00,2022-00010970,1220 LESLIE LN
2022-02-28 09:13:00,2022-00010962,E CONSTITUTION ST / BNSF RR
2022-02-28 09:18:00,2022-00010964,1433 SEBASTIANI CIR
2022-02-28 09:19:00,2022-00010963,1900 FILLMORE AVE
2022-02-28 09:33:00,2022-00010996,1119 BRANDYWINE LN
2022-02-28 09:37:00,2022-00003709,EMSSTAT
2022-02-28 09:38:00,2022-00010966,3953 24TH AVE SE
2022-02-28 09:41:00,2022-00010965,1518 HURON ST
2022-02-28 09:49:00,2022-00010988,1728 W ROBINSON ST
2022-02-28 10:00:00,2022-00010972,231 E SYMMES ST
2022-02-28 10:00:00,2022-00002887,103 FOREMAN AVE
2022-02-28 10:01:00,2022-00010969,1400 84TH AVE NE
2022-02-28 10:01:00,2022-00010968,N PORTER AVE / E TECUMSEH RD
2022-02-28 10:01:00,2022-00010967,1111 OAK TREE AVE
2022-02-28 10:04:00,2022-00010971,1183 ROBINHOOD LN
2022-02-28 10:12:00,2022-00002888,1920 12TH AVE NE
2022-02-28 10:12:00,2022-00003710,1920 12TH AVE NE
2022-02-28 10:12:00,2022-00010973,1920 12TH AVE NE
2022-02-28 10:12:00,2022-00010974,201 W GRAY ST
2022-02-28 10:17:00,2022-00010979,1416 NEWBURY DR
2022-02-28 10:18:00,2022-00002889,443 W GRAY ST
2022-02-28 10:18:00,2022-00003711,443 W GRAY ST
2022-02-28 10:29:00,2022-00010975,200 E GRAY ST
2022-02-28 10:33:00,2022-00010977,W MAIN ST / 26TH AVE SW
2022-02-28 10:35:00,2022-00003712,3300 HEALTHPLEX PKWY
2022-02-28 10:39:00,2022-00010976,4343 N FLOOD AVE
2022-02-28 10:42:00,2022-00002890,1135 BILOXI DR
2022-02-28 10:44:00,2022-00010992,1520 HOLLYWOOD AVE
2022-02-28 10:45:00,2022-00010982,129 CRESTLAND DR
2022-02-28 10:46:00,2022-00010978,I35 NB OFF RAMP 108B RAMP / W 
2022-02-28 10:52:00,2022-00010980,1140 MCGEE DR
2022-02-28 10:52:00,2022-00010981,1351 HIGH MEADOW DR
2022-02-28 10:59:00,2022-00010983,601 12TH AVE NE
2022-02-28 11:06:00,2022-00002891,1714 OAKWOOD DR
2022-02-28 11:06:00,2022-00003713,1714 OAKWOOD DR
2022-02-28 11:09:00,2022-00010984,1923 TWISTED OAK DR
2022-02-28 11:10:00,2022-00010995,2900 W ROBINSON ST
2022-02-28 11:15:00,2022-00010990,201 REED AVE
2022-02-28 11:28:00,2022-00010985,3953 24TH AVE SE
2022-02-28 11:30:00,2022-00010999,1214 CAMDEN WAY
2022-02-28 11:36:00,2022-00003719,EMSSTAT
2022-02-28 11:36:00,2022-00010986,3001 OAK TREE AVE
2022-02-28 11:36:00,2022-00010987,N FLOOD AVE / W TECUMSEH RD
2022-02-28 11:44:00,2022-00003715,901 N PORTER AVE
2022-02-28 11:45:00,2022-00010989,4400 W MAIN ST
2022-02-28 11:45:00,2022-00010991,604 DAKOTA ST
2022-02-28 12:01:00,2022-00011022,901 N PORTER AVE
2022-02-28 12:02:00,2022-00002892,805 E MOSIER ST
2022-02-28 12:06:00,2022-00010993,1713 WILDERNESS DR
2022-02-28 12:12:00,2022-00011001,333 INTERSTATE DR E
2022-02-28 12:14:00,2022-00010994,200 E GRAY ST
2022-02-28 12:23:00,2022-00011000,1520 HOLLYWOOD AVE
2022-02-28 12:24:00,2022-00010997,24TH AVE NW / W MAIN ST
2022-02-28 12:27:00,2022-00011010,201 REED AVE
2022-02-28 12:29:00,2022-00010998,911 W MAIN ST
2022-02-28 12:29:00,2022-00011004,1800 BEAUMONT DR
2022-02-28 12:32:00,2022-00003728,EMSSTAT
2022-02-28 12:34:00,2022-00003720,901 N PORTER AVE
2022-02-28 12:34:00,2022-00011002,716 BARBOUR AVE
2022-02-28 12:35:00,2022-00011015,2800 BARRY SWITZER AVE
2022-02-28 12:35:00,2022-00003722,901 N PORTER AVE
2022-02-28 12:38:00,2022-00011003,420 COLLEGE AVE
2022-02-28 12:49:00,2022-00003714,901 N PORTER AVE
2022-02-28 12:52:00,2022-00011005,W ROBINSON ST / N INTERSTATE DR
2022-02-28 13:02:00,2022-00011006,W BROOKS ST / CHAUTAUQUA AVE
2022-02-28 13:02:00,2022-00002893,398 BRATCHER-MINER RD
2022-02-28 13:02:00,2022-00003716,398 BRATCHER-MINER RD
2022-02-28 13:02:00,2022-00011008,398 BRATCHER-MINER RD
2022-02-28 13:03:00,2022-00002894,W MAIN ST / 24TH AVE NW
2022-02-28 13:03:00,2022-00003717,W MAIN ST / 24TH AVE NW
2022-02-28 13:03:00,2022-00011007,W MAIN ST / 24TH AVE NW
2022-02-28 13:06:00,2022-00011009,2500 MEADOWOOD BLVD
2022-02-28 13:08:00,2022-00002895,850 ED NOBLE PKWY
2022-02-28 13:08:00,2022-00003718,850 ED NOBLE PKWY
2022-02-28 13:20:00,2022-00002896,2717 CHEYENNE WAY
2022-02-28 13:22:00,2022-00011011,6400 108TH AVE NE
2022-02-28 13:25:00,2022-00011024,901 N PORTER AVE
2022-02-28 13:31:00,2022-00011012,2205 W MAIN ST
2022-02-28 13:31:00,2022-00011013,24TH AVE SW / W LINDSEY ST
2022-02-28 13:47:00,2022-00003721,1544 OK-9
2022-02-28 13:55:00,2022-00011014,900 DAKOTA ST
2022-02-28 13:56:00,2022-00003726,EMSSTAT
2022-02-28 14:00:00,2022-00003725,901 N PORTER AVE
2022-02-28 14:11:00,2022-00011020,119 N CRAWFORD AVE
2022-02-28 14:11:00,2022-00011016,3750 W MAIN ST
2022-02-28 14:14:00,2022-00011017,850 ED NOBLE PKWY
2022-02-28 14:15:00,2022-00011019,201 W GRAY ST
2022-02-28 14:19:00,2022-00011018,1347 12TH AVE NE
2022-02-28 14:25:00,2022-00011025,2657 CLASSEN BLVD
2022-02-28 14:25:00,2022-00002897,2841 CLASSEN BLVD
2022-02-28 14:25:00,2022-00003723,2841 CLASSEN BLVD
2022-02-28 14:27:00,2022-00003731,901 N PORTER AVE
2022-02-28 14:28:00,2022-00003724,EMSSTAT
2022-02-28 14:28:00,2022-00002898,3328 HEATHER GLEN DR
2022-02-28 14:35:00,2022-00011023,2013 134TH AVE SE
2022-02-28 14:40:00,2022-00011021,119 E GRAY ST
2022-02-28 14:41:00,2022-00011026,2657 CLASSEN BLVD
2022-02-28 14:46:00,2022-00002899,301 E DALE ST
2022-02-28 14:47:00,2022-00011027,2801 DEWEY AVE
2022-02-28 14:48:00,2022-00011051,1900 RENAISSANCE DR
2022-02-28 14:51:00,2022-00011032,1119 BRANDYWINE LN
2022-02-28 14:52:00,2022-00011030,3628 INDIAN POINT CIR
2022-02-28 14:53:00,2022-00011036,911 W MAIN ST
2022-02-28 14:56:00,2022-00011033,3110 W FRANKLIN RD
2022-02-28 14:57:00,2022-00011028,1236 N INTERSTATE DR
2022-02-28 14:58:00,2022-00011029,3001 OAK TREE AVE
2022-02-28 15:01:00,2022-00002901,1301 GRAY FOX DR
2022-02-28 15:01:00,2022-00003727,1301 GRAY FOX DR
2022-02-28 15:01:00,2022-00011031,1301 GRAY FOX DR
2022-02-28 15:17:00,2022-00002900,3001 ALAMEDA ST
2022-02-28 15:20:00,2022-00003734,3300 HEALTHPLEX PKWY
2022-02-28 15:23:00,2022-00011035,156TH AVE SE / E IMHOFF RD
2022-02-28 15:31:00,2022-00011037,2300 24TH AVE SW
2022-02-28 15:46:00,2022-00011042,1818 W LINDSEY ST
2022-02-28 15:55:00,2022-00011054,3803 12TH AVE NW
2022-02-28 15:57:00,2022-00011039,901 N PORTER AVE
2022-02-28 15:57:00,2022-00002902,1705 DAKOTA ST
2022-02-28 15:57:00,2022-00003729,1705 DAKOTA ST
2022-02-28 15:59:00,2022-00003730,901 N PORTER AVE
2022-02-28 16:02:00,2022-00011040,3628 INDIAN POINT CIR
2022-02-28 16:11:00,2022-00002903,1858 E LINDSEY ST
2022-02-28 16:11:00,2022-00003732,1858 E LINDSEY ST
2022-02-28 16:13:00,2022-00011041,35.24098;-97.1948916666667
2022-02-28 16:15:00,2022-00003733,700 S TELEPHONE RD
2022-02-28 16:25:00,2022-00011043,GLEN OAKS DR / BONNYBROOK ST
2022-02-28 16:29:00,2022-00011044,601 12TH AVE NE
2022-02-28 16:36:00,2022-00011045,24TH AVE NW / MOUNT WILLIAMS DR
2022-02-28 16:36:00,2022-00011048,1111 OAK TREE AVE
2022-02-28 16:38:00,2022-00011046,201 REED AVE
2022-02-28 16:40:00,2022-00011047,601 12TH AVE NE
2022-02-28 16:43:00,2022-00011049,2125 W LINDSEY ST
2022-02-28 16:53:00,2022-00002904,201 WOODCREST DR
2022-02-28 16:53:00,2022-00003735,201 WOODCREST DR
2022-02-28 16:53:00,2022-00011050,201 WOODCREST DR
2022-02-28 16:58:00,2022-00011056,1432 24TH AVE NW
2022-02-28 17:02:00,2022-00011059,3110 N INTERSTATE DR
2022-02-28 17:30:00,2022-00011057,2104 OAK FOREST DR
2022-02-28 17:33:00,2022-00011053,1780 24TH AVE SE
2022-02-28 17:43:00,2022-00011055,5401 HUETTNER DR
2022-02-28 17:46:00,2022-00011067,2433 HUNTING HORSE TRL
2022-02-28 18:01:00,2022-00011058,2550 48TH AVE NE
2022-02-28 18:07:00,2022-00002905,E GRAY ST / N PORTER AVE
2022-02-28 18:07:00,2022-00003736,E GRAY ST / N PORTER AVE
2022-02-28 18:07:00,2022-00011060,E GRAY ST / N PORTER AVE
2022-02-28 18:12:00,2022-00011061,131 W HAYES ST
2022-02-28 18:15:00,2022-00011064,1900 DOVER ST
2022-02-28 18:17:00,2022-00011065,5775 ALAMEDA ST
2022-02-28 18:18:00,2022-00011062,1101 N PONCA AVE
2022-02-28 18:26:00,2022-00002906,1820 CHERRY STONE ST
2022-02-28 18:26:00,2022-00011063,1820 CHERRY STONE ST
2022-02-28 18:29:00,2022-00011066,2815 MONITOR AVE
2022-02-28 18:51:00,2022-00003737,1820 CHERRY STONE ST
2022-02-28 18:57:00,2022-00011070,48TH AVE NE / E INDIAN HILLS RD
2022-02-28 19:00:00,2022-00011068,1724 24TH AVE NW
2022-02-28 19:09:00,2022-00011069,3301 12TH AVE SE
2022-02-28 19:18:00,2022-00011072,301 HAL MULDROW DR
2022-02-28 19:19:00,2022-00002907,14321 DEER CREEK RD
2022-02-28 19:21:00,2022-00011071,135 E MOSIER ST
2022-02-28 19:28:00,2022-00003738,EMSSTAT
2022-02-28 19:28:00,2022-00002908,2832 DALEWOOD TER
2022-02-28 19:30:00,2022-00011073,315 KEITH ST
2022-02-28 19:50:00,2022-00011074,318 E HAYES ST
2022-02-28 19:52:00,2022-00011075,CLASSEN BLVD / E CONSTITUTION ST
2022-02-28 19:57:00,2022-00003739,1603 SW 20TH ST
2022-02-28 20:03:00,2022-00011077,1649 MCGEE DR
2022-02-28 20:07:00,2022-00011078,900 E LINDSEY ST
2022-02-28 20:15:00,2022-00003740,3300 HEALTHPLEX PKWY
2022-02-28 20:17:00,2022-00011079,2821 DEWEY AVE
2022-02-28 20:22:00,2022-00011080,805 DAKOTA ST
2022-02-28 20:37:00,2022-00002909,1150 ED NOBLE DR
2022-02-28 20:39:00,2022-00011081,PHEASANT RUN RD / N INTERSTATE 
2022-02-28 20:39:00,2022-00002910,2625 72ND AVE SE
2022-02-28 20:39:00,2022-00003741,2625 72ND AVE SE
2022-02-28 20:43:00,2022-00011083,1111 OAK TREE AVE
2022-02-28 20:44:00,2022-00002911,10750 E STATE HWY 9 HWY
2022-02-28 20:44:00,2022-00003742,10750 E STATE HWY 9 HWY
2022-02-28 20:44:00,2022-00011082,10750 E STATE HWY 9 HWY
2022-02-28 20:53:00,2022-00011084,910 E STATE HWY 9 HWY
2022-02-28 20:56:00,2022-00011085,1311 DA VINCI ST
2022-02-28 20:56:00,2022-00003743,901 N PORTER AVE
2022-02-28 21:00:00,2022-00011086,3150 12TH AVE SE
2022-02-28 21:04:00,2022-00002912,1150 ED NOBLE PKWY
2022-02-28 21:05:00,2022-00011088,1600 ANN BRANDEN BLVD
2022-02-28 21:07:00,2022-00011087,1000 E STATE HWY 9 HWY
2022-02-28 21:08:00,2022-00011095,1215 E LINDSEY ST
2022-02-28 21:11:00,2022-00011089,1111 OAK TREE AVE
2022-02-28 21:14:00,2022-00002913,2116 MEMPHIS DR
2022-02-28 21:14:00,2022-00003744,2116 MEMPHIS DR
2022-02-28 21:15:00,2022-00011091,E POST OAK RD / 96TH AVE SE
2022-02-28 21:19:00,2022-00011102,1611 COLLEGE AVE
2022-02-28 21:24:00,2022-00011090,3709 24TH AVE SE
2022-02-28 21:49:00,2022-00011092,103 MERKLE DR
2022-02-28 21:52:00,2022-00011093,1096 W ROCK CREEK RD
2022-02-28 21:55:00,2022-00003745,EMSSTAT
2022-02-28 21:55:00,2022-00002914,318 E HAYES ST
2022-02-28 21:56:00,2022-00003746,EMSSTAT
2022-02-28 21:56:00,2022-00002915,900 E LINDSEY ST
2022-02-28 22:09:00,2022-00002916,2550 W FRANKLIN RD
2022-02-28 22:09:00,2022-00003747,2550 W FRANKLIN RD
2022-02-28 22:16:00,2022-00011096,60TH AVE NW / W FRANKLIN RD
2022-02-28 22:24:00,2022-00011097,1507 W LINDSEY ST
2022-02-28 22:28:00,2022-00011098,3220 CONESTOGA DR
2022-02-28 22:28:00,2022-00011099,601 12TH AVE NE
2022-02-28 22:31:00,2022-00011100,2152 W BROOKS ST
2022-02-28 22:48:00,2022-00003748,3300 HEALTHPLEX PKWY
2022-02-28 22:49:00,2022-00011101,1500 E IMHOFF RD
2022-02-28 23:01:00,2022-00003749,901 N PORTER AVE
2022-02-28 23:10:00,2022-00011103,2960 CLASSEN BLVD
2022-02-28 23:13:00,2022-00011104,3402 12TH AVE SE
2022-02-28 23:19:00,2022-00003750,EMSSTAT
2022-02-28 23:19:00,2022-00002917,1905 JOE TAYLOR CIR
2022-02-28 23:23:00,2022-00002918,502 S SANTA FE AVE
2022-02-28 23:25:00,2022-00003751,3300 HEALTHPLEX PKWY
2022-02-28 23:38:00,2022-00003752,901 N PORTER AVE
2022-02-28 23:43:00,2022-00011105,1016 26TH AVE NW
2022-02-28 23:47:00,2022-00011106,1300 24TH AVE NW
2022-03-01 00:08:00,2022-00003753,700 S TELEPHONE RD
2022-03-01 00:10:00,2022-00011107,E MAIN ST / N PORTER AVE
2022-03-01 00:21:00,2022-00011108,613 OLIVER ST
2022-03-01 00:27:00,2022-00011109,901 N PORTER AVE
2022-03-01 01:04:00,2022-00011110,1918 FILLMORE AVE
2022-03-01 01:11:00,2022-00003754,3300 HEALTHPLEX PKWY
2022-03-01 01:13:00,2022-00011111,222 E COMANCHE ST
2022-03-01 01:20:00,2022-00002919,320 KEITH ST
2022-03-01 01:21:00,2022-00011112,1918 FILLMORE AVE
2022-03-01 02:16:00,2022-00011113,704 MONNETT AVE
2022-03-01 02:21:00,2022-00011114,1016 26TH AVE NW
2022-03-01 02:25:00,2022-00003755,700 S TELEPHONE RD
2022-03-01 02:39:00,2022-00003756,4554 W MAIN ST
2022-03-01 02:53:00,2022-00011115,2550 MOUNT WILLIAMS DR
2022-03-01 02:56:00,2022-00003757,1050 RAMBLING OAKS DR
2022-03-01 03:58:00,2022-00003758,700 S TELEPHONE RD
2022-03-01 04:22:00,2022-00011117,429 E ROBINSON ST
2022-03-01 04:22:00,2022-00011116,201 REED AVE
2022-03-01 04:27:00,2022-00003760,901 N PORTER AVE
2022-03-01 04:56:00,2022-00003759,1440 GRACE POINTE DR
2022-03-01 05:01:00,2022-00003761,3300 HEALTHPLEX PKWY
2022-03-01 06:03:00,2022-00003762,1544 OK-9
2022-03-01 06:07:00,2022-00003763,EMSSTAT
2022-03-01 06:07:00,2022-00002920,1608 CARA JO DR
2022-03-01 06:18:00,2022-00011119,4343 FLOOD AVE
2022-03-01 06:20:00,2022-00011118,250 N COCKREL AVE
2022-03-01 06:26:00,2022-00002921,2543 W MAIN ST
2022-03-01 06:26:00,2022-00003764,2543 W MAIN ST
2022-03-01 06:32:00,2022-00003765,891 W ADKINS HILL RD
2022-03-01 06:32:00,2022-00011120,1311 DA VINCI ST
2022-03-01 06:39:00,2022-00003766,3300 HEALTHPLEX PKWY
2022-03-01 06:47:00,2022-00011122,12TH AVE NE / E ROBINSON ST
2022-03-01 06:48:00,2022-00011121,N FLOOD AVE / LEXINGTON ST
2022-03-01 06:53:00,2022-00011123,1100 E CONSTITUTION ST
2022-03-01 07:05:00,2022-00011124,1501 24TH AVE NE
2022-03-01 07:06:00,2022-00011125,1219 LESLIE LN
2022-03-01 07:09:00,2022-00011126,2818 CLASSEN BLVD
2022-03-01 07:18:00,2022-00011127,3900 BRUNSWICK LN
2022-03-01 07:23:00,2022-00002922,315 VICKSBURG CIR
2022-03-01 07:25:00,2022-00011128,407 S PORTER AVE
2022-03-01 07:25:00,2022-00002923,1621 WILDERNESS DR
2022-03-01 07:25:00,2022-00003767,1621 WILDERNESS DR
2022-03-01 07:27:00,2022-00002924,318 E HAYES ST
2022-03-01 07:27:00,2022-00003768,318 E HAYES ST
2022-03-01 07:29:00,2022-00011129,801 KETTLE RD
2022-03-01 07:30:00,2022-00002925,1111 24TH AVE SW
2022-03-01 07:30:00,2022-00003769,1111 24TH AVE SW
2022-03-01 07:31:00,2022-00011130,1904 FILLMORE AVE
2022-03-01 07:44:00,2022-00011133,1601 MCGEE DR
2022-03-01 07:47:00,2022-00011131,N PORTER AVE / E ACRES ST
2022-03-01 07:53:00,2022-00011132,2900 W TECUMSEH RD
2022-03-01 07:57:00,2022-00002926,1914 TWISTED OAK DR
2022-03-01 07:57:00,2022-00003770,1914 TWISTED OAK DR
2022-03-01 08:00:00,2022-00011137,4314 WILLOWISP DR
2022-03-01 08:01:00,2022-00011147,1818 W LINDSEY ST
2022-03-01 08:02:00,2022-00011134,401 W MAIN ST
2022-03-01 08:16:00,2022-00011135,W TECUMSEH RD / 36TH AVE NW
2022-03-01 08:21:00,2022-00002927,19951 TEALWOOD RD
2022-03-01 08:21:00,2022-00003771,19951 TEALWOOD RD
2022-03-01 08:22:00,2022-00011136,1209 ERIE AVE
2022-03-01 08:24:00,2022-00011151,1100 OAK TREE AVE
2022-03-01 08:30:00,2022-00011139,704 W BROOKS ST
2022-03-01 08:31:00,2022-00011138,7200 ALAMEDA DR
2022-03-01 08:33:00,2022-00011140,108TH AVE SE / E STATE HWY 9 HWY
2022-03-01 08:35:00,2022-00002928,7200 ALAMEDA DR
2022-03-01 08:35:00,2022-00003772,7200 ALAMEDA DR
2022-03-01 08:37:00,2022-00002929,2116 MEMPHIS DR
2022-03-01 08:37:00,2022-00003773,2116 MEMPHIS DR
2022-03-01 08:41:00,2022-00011143,ASP AVE / WHITE ST
2022-03-01 08:44:00,2022-00002930,2657 CLASSEN BLVD
2022-03-01 08:44:00,2022-00003774,2657 CLASSEN BLVD
2022-03-01 08:45:00,2022-00011141,316 CINDY AVE
2022-03-01 08:48:00,2022-00011149,4151 120TH AVE NE
2022-03-01 08:48:00,2022-00003781,901 N PORTER AVE
2022-03-01 08:49:00,2022-00011142,1809 N STUBBEMAN AVE
2022-03-01 08:49:00,2022-00011144,600 PARSONS ST
2022-03-01 08:50:00,2022-00002931,3704 BARWICK CT
2022-03-01 08:50:00,2022-00003775,3704 BARWICK CT
2022-03-01 08:51:00,2022-00011145,3601 N FLOOD AVE
2022-03-01 08:53:00,2022-00011146,STUBBEMAN AVE / W ROBINSON ST
2022-03-01 09:02:00,2022-00011148,1183 ROBINHOOD LN
2022-03-01 09:03:00,2022-00002932,1904 TERRYTON DR
2022-03-01 09:03:00,2022-00003776,1904 TERRYTON DR
2022-03-01 09:03:00,2022-00011152,1904 TERRYTON DR
2022-03-01 09:09:00,2022-00011150,S PONCA AVE / ALAMEDA ST
2022-03-01 09:20:00,2022-00011153,100 W VIDA WAY
2022-03-01 09:23:00,2022-00003777,EMSSTAT
2022-03-01 09:28:00,2022-00011154,901 N PORTER AVE
2022-03-01 09:30:00,2022-00002933,1527 S PICKARD AVE
2022-03-01 09:30:00,2022-00003778,1527 S PICKARD AVE
2022-03-01 09:36:00,2022-00011155,TIMBER SHADOWS DR / HIGHLAND 
2022-03-01 09:37:00,2022-00002934,1776 E ROBINSON ST
